Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Used_car_price,Brand,Model,Original_cost,Car_age
Delhi,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8,maruti,wagon,5.39,10
Coimbatore,36836,Diesel,Manual,First,15.1,2179,140,7,12.49,mahindra,xuv500,18.865,8
Kochi,54199,Diesel,Manual,First,23,1248,88.8,5,5,tata,zest,7.949166667,7
Kochi,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64,bmw,x3,69.59,6
Chennai,23000,Diesel,Manual,First,25.2,1248,74,5,6.5,maruti,swift,7.56375,8
Bangalore,14000,Diesel,Automatic,First,18.12,1995,190,5,35,bmw,5,67.24571429,8
Chennai,100073,Diesel,Manual,Second,25,1396,69.01,5,2,tata,indigo,10.75306548,8
Kochi,59182,Diesel,Manual,First,15.1,2179,140,7,9.46,mahindra,xuv500,18.865,8
Kochi,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39,audi,q7,99.79333333,7
Hyderabad,79000,Diesel,Automatic,First,18.48,1995,177,5,15,bmw,5,67.24571429,14
Coimbatore,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15,hyundai,verna,14.254,10
Bangalore,43000,Petrol,Manual,First,0,1302.165877,91.94537954,5,3.25,hyundai,santro,11.28145047,11
Kochi,27413,Petrol,Automatic,First,20.51,998,67,5,5.18,maruti,wagon,5.39,5
Pune,90000,Petrol,Manual,Second,17.3,1061,64,5,1.24,maruti,wagon,5.39,16
Kolkata,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8,hyundai,i20,9.74,10
Kochi,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23,skoda,superb,34.36333333,12
Pune,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45,hyundai,getz,11.28145047,18
Delhi,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25,maruti,wagon,5.39,9
Kolkata,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5,maruti,omni,7.55626867,8
Mumbai,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85,hyundai,i10,11.28145047,11
Kochi,18335,Petrol,Manual,First,21.7,999,67,5,4.5,renault,kwid,4.61,5
Bangalore,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25,mercedes-benz,b,63.09554084,9
Mumbai,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75,volkswagen,polo,11.26,6
Bangalore,81000,Diesel,Manual,Third,12.05,2179,120,8,4.35,mahindra,scorpio,15.5675283,16
Kochi,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13,toyota,fortuner,37.38,4
Delhi,80000,Diesel,Manual,First,12.8,2494,102,8,4.75,toyota,innova,23.61366667,13
Kochi,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51,maruti,swift,7.56375,5
Hyderabad,4126,Petrol,Manual,First,21.7,999,67,5,4.8,renault,kwid,5.3,5
Hyderabad,98500,Diesel,Manual,First,22.95,1248,74,5,6,tata,bolt,7.97,6
Coimbatore,61578,Petrol,Manual,First,18.9,1197,82,5,6.4,hyundai,grand,7.2952,7
Ahmedabad,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9,volkswagen,vento,13.81375,9
Coimbatore,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57,audi,a6,62.35666667,10
Kolkata,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76,maruti,swift,7.56375,8
Coimbatore,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92,bmw,3,43.31,14
Kochi,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69,hyundai,eon,11.28145047,5
Hyderabad,69000,Diesel,Manual,First,23.4,1248,74,5,5.75,maruti,swift,7.56375,10
Hyderabad,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7,volkswagen,crosspolo,11.44720833,9
Coimbatore,44753,Petrol,Manual,First,18,1198,86.7,5,4.94,honda,amaze,8.662857143,9
Kochi,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29,volkswagen,vento,13.81375,11
Kolkata,23840,Petrol,Manual,First,20.51,998,67.04,5,3,maruti,wagon,5.39,9
Hyderabad,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5,volkswagen,polo,9.71375,9
Jaipur,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9,volkswagen,polo,9.71375,8
Kochi,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4,honda,amaze,8.662857143,7
Delhi,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24,audi,a6,59.38,9
Kochi,29279,Diesel,Manual,First,24.7,1047,69,5,7.46,tata,tigor,10.75306548,4
Kochi,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6,volkswagen,vento,15.86,6
Hyderabad,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25,audi,a6,67.1,9
Hyderabad,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8,nissan,terrano,15.855,9
Coimbatore,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59,skoda,rapid,14.132,7
Hyderabad,72566,Diesel,Manual,First,25.83,1498,99,5,5.29,ford,figo,7.65,7
Pune,51482,Diesel,Manual,First,15.42,1405,70,8,2.5,tata,venture,10.75306548,12
Chennai,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9,mercedes-benz,new,49.49,12
Jaipur,69000,Diesel,Manual,Second,13,2982,168.5,7,20,toyota,fortuner,36.548,9
Delhi,90000,Petrol,Manual,Second,17,1497,118,5,3.4,honda,city,14.63571429,12
Mumbai,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5,hyundai,i20,9.74,8
Hyderabad,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65,volkswagen,vento,13.81375,11
Kochi,68022,Diesel,Manual,First,13.1,2499,141,7,5.86,ford,endeavour,35.29,12
Coimbatore,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44,ford,ecosport,14.1,5
Bangalore,58291,Diesel,Manual,First,17.8,1248,74.20637807,5,5,maruti,swift,7.56375,10
Coimbatore,68439,Diesel,Manual,First,23,1396,90,5,3.37,hyundai,i20,9.74,12
Delhi,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95,toyota,innova,23.61366667,12
Mumbai,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9,tata,nexon,12.22,5
Hyderabad,71558,Diesel,Manual,First,20,1399,68.05,5,3.3,ford,figo,7.65,11
Delhi,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5,porsche,panamera,136,10
Jaipur,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5,hyundai,creta,15.19333333,8
Hyderabad,53000,Diesel,Automatic,First,16.55,1968,140,5,20.5,audi,a4,51.385,9
Kolkata,14600,Diesel,Manual,First,16,2179,140,7,14.5,mahindra,xuv500,18.865,6
Jaipur,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20,isuzu,mux,33.68,6
Delhi,52000,Diesel,Manual,First,23.4,1248,74,5,5.25,maruti,swift,7.56375,9
Kolkata,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9,maruti,ciaz,11.04333333,8
Pune,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6,hyundai,eon,11.28145047,10
Chennai,75000,Diesel,Automatic,First,11,2987,198.5,5,11,mercedes-benz,e-class,82.61833333,16
Pune,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5,bmw,5,67.24571429,12
Jaipur,26877,Diesel,Manual,First,24,1186,73.97,5,5.75,hyundai,grand,7.2952,6
Chennai,140000,Diesel,Manual,Second,17.8,1248,75,5,2,maruti,swift,7.56375,16
Hyderabad,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3,hyundai,santro,11.28145047,15
Hyderabad,135000,Diesel,Manual,Second,12.8,2494,102,8,8.2,toyota,innova,23.61366667,14
Kolkata,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8,hyundai,i20,9.74,8
Mumbai,68333,Diesel,Automatic,Second,11,2987,198.5,5,8.5,mercedes-benz,e-class,82.61833333,15
Chennai,72000,Diesel,Manual,First,20,1399,68,5,2.9,ford,figo,7.65,12
Ahmedabad,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5,toyota,corolla,19.27,11
Jaipur,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85,hyundai,grand,6.96,5
Coimbatore,6261,Diesel,Manual,First,16.3,1956,170,5,23.91,jeep,compass,26.95,4
Coimbatore,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36,maruti,ignis,7.96,4
Pune,55960,Diesel,Manual,First,11.5,2982,171,7,17.25,toyota,fortuner,36.548,9
Jaipur,144000,Diesel,Manual,First,20.54,1598,103.6,5,7,volkswagen,vento,13.81375,10
Mumbai,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65,toyota,innova,23.06,6
Jaipur,51000,Diesel,Manual,First,20,1399,68.1,5,2.5,ford,figo,7.65,10
Hyderabad,150000,Diesel,Manual,First,23.59,1364,67.05,5,6,toyota,platinum,9.58,8
Mumbai,2500,Diesel,Manual,First,18.06,2523,63,7,8.25,mahindra,thar,11.39,5
Kochi,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83,land,rover,104.102,5
Delhi,64000,Diesel,Automatic,First,16.07,1995,181,5,10.5,bmw,3,52.113125,12
Bangalore,80000,Petrol,Manual,Second,13.2,1495,94,5,1.9,hyundai,accent,11.28145047,15
Jaipur,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25,maruti,celerio,5.891666667,7
Chennai,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5,jaguar,xf,72.64,9
Bangalore,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5,audi,a6,62.35666667,10
Hyderabad,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3,nissan,micra,8.59,12
Jaipur,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3,honda,amaze,8.662857143,8
Chennai,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25,renault,duster,13.87,11
Jaipur,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75,toyota,innova,23.61366667,8
Ahmedabad,72411,Petrol,Manual,First,18,1198,86.7,5,4.25,honda,amaze,8.662857143,9
Delhi,63000,Diesel,Automatic,First,14.94,2143,204,5,14.22,mercedes-benz,new,49.49,11
Chennai,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2,toyota,etios,7.432,8
Delhi,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25,toyota,innova,20.8,6
Bangalore,51000,Diesel,Manual,First,15.8,2148,170,5,18.5,mercedes-benz,new,49.49,10
Chennai,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4,maruti,swift,7.56375,15
Kolkata,29000,Diesel,Manual,First,27.39,1248,74,5,6.5,maruti,baleno,8.886666667,7
Hyderabad,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2,hyundai,santro,11.28145047,9
Mumbai,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99,maruti,celerio,5.891666667,8
Kochi,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45,ford,ecosport,12.10909091,9
Hyderabad,76000,Diesel,Manual,First,18.8,1248,90,5,2.7,tata,manza,10.75306548,13
Mumbai,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25,honda,jazz,9.431666667,7
Coimbatore,59711,Diesel,Manual,First,15.1,2179,140,7,13.28,mahindra,xuv500,18.865,7
Hyderabad,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7,nissan,micra,8.59,11
Coimbatore,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51,mercedes-benz,new,49.49,5
Hyderabad,127510,Diesel,Manual,Second,19,1248,90,5,1.4,tata,manza,10.75306548,13
Kolkata,35010,Diesel,Manual,First,22.9,1248,74,5,3.5,maruti,swift,7.56375,9
Jaipur,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78,maruti,swift,7.56375,11
Pune,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7,tata,indigo,10.75306548,8
Kolkata,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2,honda,amaze,8.662857143,10
Delhi,30000,Petrol,Manual,First,20.4,1197,81.8,5,5,maruti,swift,7.56375,7
Chennai,40000,Diesel,Manual,First,20.77,1248,88.8,7,7,maruti,ertiga,11.61857143,11
Kolkata,19500,Petrol,Manual,Second,18.9,1197,82,5,2.85,hyundai,grand,7.2952,9
Ahmedabad,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25,nissan,micra,6.78,7
Bangalore,30000,Petrol,Manual,Second,18.9,1197,82,5,4.9,hyundai,grand,7.2952,9
Hyderabad,37000,Diesel,Manual,First,17.1,1956,170,5,16.9,jeep,compass,19.91,6
Delhi,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25,volkswagen,polo,9.71375,9
Pune,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34,honda,amaze,8.662857143,8
Kolkata,51001,Diesel,Automatic,First,16.09,1995,184,5,17,bmw,x3,69.59,11
Kochi,55389,Diesel,Automatic,First,18.88,1995,184,5,28.45,bmw,3,52.113125,6
Kochi,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15,honda,city,14.63571429,9
Kochi,58995,Diesel,Manual,First,12.83,2696,162,7,9.25,mahindra,ssangyong,15.5675283,9
Delhi,37857,Diesel,Manual,First,26.59,1248,74,5,4.85,maruti,swift,7.56375,8
Jaipur,71000,Diesel,Manual,First,25.2,1248,74,5,4.8,maruti,swift,7.56375,9
Pune,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3,honda,brio,6.8825,11
Mumbai,10770,Petrol,Manual,First,18.9,1197,82,5,4.75,hyundai,grand,7.2952,7
Pune,72000,Diesel,Manual,First,22.95,1248,74,5,5,tata,zest,8.93,6
Jaipur,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5,hyundai,eon,11.28145047,8
Mumbai,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95,hyundai,i20,9.74,6
Delhi,48000,Diesel,Automatic,Second,9,1984,181,5,16,volvo,s60,45.67,9
Delhi,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15,ford,ecosport,12.10909091,9
Hyderabad,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05,maruti,ritz,7.55626867,9
Hyderabad,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1,hyundai,i20,9.74,13
Hyderabad,34900,Petrol,Manual,First,22,1197,81.8,5,5.49,maruti,dzire,7.97,10
Coimbatore,42400,Petrol,Automatic,Third,8,4806,394.3,4,42.91,porsche,panamera,136,13
Jaipur,50000,Diesel,Manual,First,17.8,1248,75,5,5.7,maruti,swift,7.56375,8
Kolkata,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85,honda,brio,6.8825,9
Coimbatore,32807,Petrol,Automatic,First,13,1591,121.3,5,14.76,hyundai,creta,15.19333333,5
Pune,119000,Petrol,Manual,Second,17.7,1497,78,5,2.25,honda,city,14.63571429,15
Mumbai,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65,maruti,ritz,7.55626867,7
Delhi,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25,ford,ecosport,12.10909091,7
Hyderabad,73336,Diesel,Automatic,First,13.2,1995,170,5,10.69,bmw,3,52.113125,13
Mumbai,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5,hyundai,verna,14.254,9
Chennai,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,5.1,toyota,innova,23.61366667,18
Mumbai,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25,maruti,wagon,5.04,9
Mumbai,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25,maruti,ertiga,11.66,5
Hyderabad,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7,maruti,alto,4.53,15
Kochi,55324,Petrol,Manual,First,19,998,66.1,5,2.87,maruti,a-star,7.55626867,13
Bangalore,90000,Diesel,Automatic,First,11,2993,235,5,17.75,bmw,x5,63.44220807,14
Kolkata,43000,Petrol,Manual,First,18.15,1198,82,5,4.5,mahindra,kuv,7.35,6
Bangalore,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95,hyundai,i10,11.28145047,15
Pune,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6,honda,civic,11.79582001,16
Hyderabad,50000,Petrol,Manual,First,20.36,1197,78.9,5,3,hyundai,i10,11.28145047,13
Ahmedabad,78616,Diesel,Automatic,Second,14.84,2143,170,5,15.5,mercedes-benz,new,49.49,9
Pune,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8,toyota,etios,7.432,12
Kolkata,54801,Petrol,Manual,First,17,1497,118,5,2.5,honda,city,14.63571429,13
Bangalore,29000,Diesel,Manual,First,23.4,1248,74,5,5.75,maruti,swift,7.56375,9
Pune,68000,Petrol,Manual,First,22,1197,81.8,5,2.8,maruti,swift,6.99,13
Kolkata,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59,hyundai,verna,14.254,9
Pune,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65,maruti,ritz,7.55626867,11
Mumbai,31000,Diesel,Manual,First,13,2982,168.5,7,19.85,toyota,fortuner,36.548,8
Pune,16039,Diesel,Manual,First,17.1,1956,170,5,18.5,jeep,compass,23.89,5
Hyderabad,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95,hyundai,i20,9.74,6
Delhi,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85,maruti,wagon,5.39,9
Jaipur,75391,Diesel,Manual,First,13.93,2179,138,7,3.75,tata,new,10.75306548,11
Jaipur,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3,maruti,swift,7.56375,15
Kolkata,78000,Diesel,Manual,First,25,1396,69.01,5,2.3,tata,indigo,10.75306548,7
Hyderabad,52000,Diesel,Manual,First,28.4,1248,74,5,5.95,maruti,swift,7.27,7
Kolkata,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49,maruti,celerio,5.891666667,7
Coimbatore,19254,Diesel,Automatic,First,14.69,2993,258,5,47.7,bmw,5,67.24571429,7
Coimbatore,29651,Petrol,Manual,First,16.47,1198,74,5,6.43,volkswagen,polo,9.71375,8
Bangalore,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5,tata,safari,16.95,12
Kolkata,2971,Petrol,Automatic,First,13.6,1598,181,4,39.75,mini,cooper,41.21714286,5
Kolkata,21400,Petrol,Manual,First,15.6,1196,70,5,4,ford,figo,7.65,8
Ahmedabad,77000,Diesel,Manual,First,26,1498,98.6,5,6.98,honda,city,14.63571429,8
Delhi,80000,Diesel,Manual,Second,12.6,1991,112,7,1.75,hyundai,tucson,25.75,17
Delhi,81755,Diesel,Manual,First,20,1968,108.5,5,4.75,skoda,laura,25.2041791,10
Hyderabad,99593,Diesel,Manual,First,11.5,2982,171,7,23.5,toyota,fortuner,36.548,7
Hyderabad,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49,hyundai,verna,14.254,9
Hyderabad,113000,Diesel,Manual,First,15.1,2179,140,7,10.85,mahindra,xuv500,18.865,8
Mumbai,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5,renault,kwid,4.834285714,6
Bangalore,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3,hyundai,i20,9.74,8
Bangalore,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75,honda,city,14.63571429,11
Coimbatore,61108,Diesel,Automatic,First,10.91,3198,197,7,28.88,ford,endeavour,35.29,6
Kochi,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23,skoda,superb,34.36333333,7
Mumbai,37000,Diesel,Automatic,Third,22.69,1995,190,5,15,bmw,3,52.113125,11
Mumbai,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8,maruti,ertiga,11.61857143,10
Jaipur,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75,maruti,ritz,7.55626867,10
Jaipur,120000,Petrol,Manual,First,0,1086,91.94537954,5,1.15,hyundai,santro,11.28145047,18
Jaipur,148009,Diesel,Manual,Second,11.5,2982,171,7,12.75,toyota,fortuner,36.548,12
Mumbai,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95,maruti,swift,7.56375,14
Mumbai,22345,Petrol,Manual,First,20.3,1199,84,5,4.95,tata,tigor,10.75306548,5
Delhi,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25,honda,city,14.63571429,8
Hyderabad,48183,Diesel,Automatic,First,13.2,1995,170,5,20.99,bmw,3,52.113125,10
Hyderabad,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5,mercedes-benz,e-class,82.61833333,13
Kochi,53500,Diesel,Manual,First,28.4,1248,74,5,5.36,maruti,swift,7.88,8
Delhi,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35,maruti,ertiga,11.61857143,9
Kolkata,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95,hyundai,verna,14.254,12
Coimbatore,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7,land,rover,104.102,4
Kolkata,60170,Petrol,Manual,First,0,1086,62,5,1.15,hyundai,santro,11.28145047,14
Hyderabad,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5,mercedes-benz,new,49.49,6
Kochi,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07,hyundai,i10,11.28145047,6
Kolkata,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99,volkswagen,polo,9.71375,11
Delhi,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9,maruti,vitara,11.13190476,6
Mumbai,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49,renault,duster,13.87,7
Jaipur,117000,Diesel,Manual,First,18,1248,75,5,1.1,tata,indica,10.75306548,14
Delhi,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56,mercedes-benz,gl-class,63.09554084,7
Mumbai,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5,hyundai,xcent,8.84,7
Hyderabad,150000,Diesel,Manual,First,18.1,1493,110,5,3,hyundai,verna,14.254,15
Mumbai,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1,hyundai,verna,14.254,9
Bangalore,102016,Petrol,Manual,First,15.6,1196,70,5,2.25,ford,figo,7.65,13
Chennai,38000,Diesel,Manual,First,25.2,1248,74,5,5.95,maruti,swift,7.56375,7
Hyderabad,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95,renault,pulse,11.74394958,10
Bangalore,46354,Petrol,Manual,Second,16.47,1198,74,5,5.49,volkswagen,polo,9.71375,8
Delhi,87000,Diesel,Automatic,First,22.69,1995,190,5,6.67,bmw,3,52.46,4
Ahmedabad,20765,Petrol,Manual,First,15,1598,103.52,5,6.25,skoda,rapid,14.132,8
Ahmedabad,58000,Petrol,Manual,Second,0,999,91.94537954,5,1.51,hyundai,santro,11.28145047,18
Coimbatore,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88,audi,q7,99.79333333,9
Jaipur,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9,maruti,ciaz,11.04333333,7
Kolkata,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99,honda,city,14.63571429,9
Mumbai,73000,Petrol,Automatic,First,10.93,3498,272,5,10.4,mercedes-benz,e-class,82.61833333,13
Pune,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29,audi,a6,62.35666667,11
Coimbatore,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85,mahindra,xylo,11.67,7
Kochi,99583,Petrol,Automatic,Third,12,1493,100,5,2.21,honda,city,14.63571429,17
Mumbai,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4,maruti,sx4,7.55626867,13
Pune,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3,toyota,corolla,20.97,14
Pune,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75,volkswagen,vento,13.81375,11
Pune,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95,hyundai,eon,11.28145047,8
Hyderabad,84062,Diesel,Manual,First,20,1968,108.5,5,5.8,skoda,laura,25.2041791,12
Hyderabad,80799,Diesel,Manual,First,22.9,1248,74,5,4.9,maruti,swift,7.56375,11
Kolkata,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95,toyota,corolla,22.37,5
Hyderabad,92000,Diesel,Manual,First,12.99,2494,100,8,12.5,toyota,innova,23.61366667,10
Hyderabad,53000,Diesel,Manual,First,27.28,1047,69,5,5,tata,tiago,6.456666667,6
Mumbai,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68,skoda,rapid,12.02,8
Mumbai,29000,Diesel,Automatic,First,10.91,3198,197,7,29.8,ford,endeavour,35.29,7
Kochi,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46,renault,kwid,3.95,6
Pune,75000,Diesel,Manual,First,23,1396,90,5,4,hyundai,i20,9.74,11
Chennai,77216,Diesel,Manual,Second,17.5,1896,106,5,4.5,skoda,laura,25.2041791,11
Kochi,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87,toyota,corolla,20.97,10
Delhi,61000,Diesel,Manual,First,15.4,2179,120,8,9.5,mahindra,scorpio,15.5675283,8
Chennai,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5,audi,q5,63.78077684,10
Coimbatore,85846,Diesel,Automatic,First,22.69,1995,190,5,13.08,bmw,3,48.79,10
Delhi,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,nissan,sunny,11.33,11
Mumbai,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5,honda,accord,11.79582001,13
Bangalore,72010,Diesel,Manual,First,16.8,1493,110,5,4.45,hyundai,verna,14.254,13
Jaipur,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35,maruti,omni,7.55626867,8
Kolkata,480000,Petrol,Manual,First,17.4,1497,117.3,5,5,honda,city,14.63571429,8
Kolkata,24720,Diesel,Automatic,Second,0,2967,241.4,5,28,audi,a7,63.78077684,11
Chennai,75000,Petrol,Manual,Second,16.6,1388,68,5,2,ford,fiesta,13.57205029,16
Mumbai,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35,hyundai,i20,9.74,8
Kochi,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63,mercedes-benz,e-class,82.61833333,8
Pune,92000,CNG,Manual,Second,26.2,998,58.2,5,3,maruti,wagon,5.39,11
Chennai,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9,ford,ecosport,12.10909091,7
Mumbai,52359,Petrol,Manual,First,18.5,1197,80,5,3.25,hyundai,i20,9.74,12
Delhi,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25,honda,city,14.63571429,7
Kolkata,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85,nissan,micra,8.59,12
Pune,129986,Diesel,Manual,Second,20,1399,68,5,3.2,ford,figo,7.65,13
Kolkata,45000,Petrol,Manual,First,18.44,1198,75,5,1.75,nissan,micra,8.59,10
Kolkata,41300,Diesel,Manual,First,17.8,1248,74.20637807,5,3.38,maruti,swift,7.56375,10
Ahmedabad,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75,honda,accord,11.79582001,14
Mumbai,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7,skoda,superb,34.36333333,13
Hyderabad,21260,Petrol,Manual,First,14,796,35,5,2.9,maruti,omni,7.55626867,6
Ahmedabad,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25,hyundai,i20,9.74,11
Chennai,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5,hyundai,creta,15.19333333,6
Kochi,45725,Diesel,Manual,First,25.2,1248,74,5,5.34,maruti,swift,7.56375,7
