,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1,Price Range
2474,jeep compass 2.0 limited 4x4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956.0,170.0,5,21.69,jeep,compass,2.0 limited 4x4,26.95,₹ 20.99 - 32.67 lakh
2475,maruti swift dzire vdi,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,74.0,5,5.17,maruti,swift,dzire vdi,7.56375,2.99
2476,hyundai verna 1.6 sx,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582.0,126.32,5,4.5,hyundai,verna,1.6 sx,14.254,₹ 10.90 - 17.38 lakh
2477,mahindra scorpio vlx 2wd bsiv,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8,6.75,mahindra,scorpio,vlx 2wd bsiv,15.5675283,₹ 12.74 - 24.05 lakh
2478,hyundai i10 era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086.0,68.05,5,3.12,hyundai,i10,era,11.28145047,₹3.82 - 6.31 lakh
2479,toyota innova 2.5 g (diesel) 8 seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8,8.25,toyota,innova,2.5 g (diesel) 8 seater,23.61366667,₹13.22 - 16.81 lakh
2480,toyota innova crysta 2.8 zx at,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7,20.14,toyota,innova,crysta 2.8 zx at,28.05,₹13.22 - 16.81 lakh
2481,toyota innova 2.5 g (diesel) 8 seater,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8,12.6,toyota,innova,2.5 g (diesel) 8 seater,23.61366667,₹13.22 - 16.81 lakh
2482,maruti swift dzire zdi,Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,74.0,5,6.61,maruti,swift,dzire zdi,7.56375,38.0
2483,hyundai creta 1.6 crdi at sx plus,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5,13.23,hyundai,creta,1.6 crdi at sx plus,15.19333333,₹ 10.84 - 19.13 lakh
2484,toyota innova 2.5 g (diesel) 8 seater bs iv,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8,4.75,toyota,innova,2.5 g (diesel) 8 seater bs iv,23.61366667,₹13.22 - 16.81 lakh
2485,volkswagen vento diesel highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598.0,103.6,5,2.9,volkswagen,vento,diesel highline,13.81375,₹8.69 - 14.79 lakh
2486,mahindra ssangyong rexton rx7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696.0,184.0,7,9.47,mahindra,ssangyong,rexton rx7,15.5675283,6.95
2487,hyundai i10 magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197.0,78.9,5,1.95,hyundai,i10,magna,11.28145047,₹3.82 - 6.31 lakh
2488,hyundai i10 sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197.0,78.9,5,2.2,hyundai,i10,sportz 1.2,11.28145047,₹3.82 - 6.31 lakh
2489,hyundai santro xing xg erlx euro iii,Mumbai,2006,50888,Petrol,Manual,First,17.0,1086.0,91.94537954,5,1.15,hyundai,santro,xing xg erlx euro iii,11.28145047,₹3.91 - 6.45 lakh
2490,honda amaze s i-vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5,4.35,honda,amaze,s i-vtech,8.662857143,₹ 6.91 - 9.50 lakh
2491,maruti celerio zxi at,Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5,4.5,maruti,celerio,zxi at,5.891666667,3.69
2492,hyundai grand i10 asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197.0,82.0,5,3.55,hyundai,grand,i10 asta,7.2952,3.69
2493,maruti swift dzire vdi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5,4.75,maruti,swift,dzire vdi,7.56375,3.69
2494,hyundai i10 sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197.0,78.9,5,4.52,hyundai,i10,sportz,11.28145047,₹3.82 - 6.31 lakh
2495,bmw x1 sdrive 20d exclusive,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5,12.75,bmw,x1,sdrive 20d exclusive,49.296,₹ 45.90 - 47.90 lakh
2496,audi a4 2.0 tdi 177 bhp premium plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5,20.04,audi,a4,2.0 tdi 177 bhp premium plus,51.385,₹ 43.81 - 51.85 lakh
2497,nissan terrano xl 85 ps,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461.0,83.8,5,6.5,nissan,terrano,xl 85 ps,15.855,₹10.00 - 14.65 lakh
2498,mitsubishi montero 3.2 gls,Chennai,2007,179032,Diesel,Manual,First,11.56,3200.0,199.3,7,7.5,mitsubishi,montero,3.2 gls,33.4025,₹68.55 lakh
2499,maruti wagon r vxi amt,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998.0,67.0,5,4.15,maruti,wagon,r vxi amt,6.14,5.25
2500,honda civic 2006-2010 1.8 (e) mt,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799.0,130.0,5,2.5,honda,civic,2006-2010 1.8 (e) mt,11.79582001,₹17.95 - 22.36 lakh
2501,hyundai i20 2015-2017 magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5,5.4,hyundai,i20,2015-2017 magna 1.2,9.74,₹ 7.19 - 11.83 lakh
2502,maruti alto k10 vxi,Mumbai,2016,13198,Petrol,Manual,First,24.07,998.0,67.1,5,3.15,maruti,alto,k10 vxi,4.82,13.12
2503,audi q7 35 tdi quattro technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967.0,241.4,7,52.5,audi,q7,35 tdi quattro technology,99.79333333,₹ 84.69 - 92.29 lakh
2504,hyundai i20 sportz option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5,5.95,hyundai,i20,sportz option 1.2,9.74,₹ 7.19 - 11.83 lakh
2505,tata tiago amt 1.2 revotron xza,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199.0,83.83,5,6.97,tata,tiago,amt 1.2 revotron xza,7.17,₹ 5.53 - 8.05 lakh
2506,hyundai i10 sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5,3.2,hyundai,i10,sportz 1.2,11.28145047,₹3.82 - 6.31 lakh
2507,hyundai santro xing xp,Pune,2007,70000,Petrol,Manual,First,0.0,1086.0,91.94537954,5,1.12,hyundai,santro,xing xp,11.28145047,₹3.91 - 6.45 lakh
2508,renault duster 85ps diesel rxl optional,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5,6.69,renault,duster,85ps diesel rxl optional,13.87,₹8.59 - 14.25 lakh
2509,tata xenon xt ex 4x4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5,5.9,tata,xenon,xt ex 4x4,10.75306548,6.01
2510,hyundai i20 magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197.0,80.0,5,2.25,hyundai,i20,magna,9.74,₹ 7.19 - 11.83 lakh
2511,maruti swift dzire vdi,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,74.0,5,4.5,maruti,swift,dzire vdi,7.56375,4.4
2512,hyundai eon magna,Pune,2015,55000,Petrol,Manual,First,22.0,814.0,55.0,5,2.61,hyundai,eon,magna,11.28145047,₹2.96 - 4.71 lakh
2513,mercedes-benz new c-class 220 cdi at,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5,11.5,mercedes-benz,new,c-class 220 cdi at,49.49,12.75
2514,mini cooper convertible s,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998.0,189.08,4,35.0,mini,cooper,convertible s,44.28,₹ 40.00 - 40.58 lakh
2515,tata nano cx,Jaipur,2010,57000,Petrol,Manual,First,26.0,624.0,35.0,4,0.5,tata,nano,cx,10.75306548,₹2.05 - 2.97 lakh
2516,maruti ciaz zdi plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5,5.75,maruti,ciaz,zdi plus,11.04333333,5.71
2517,hyundai verna crdi 1.6 sx option,Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5,11.5,hyundai,verna,crdi 1.6 sx option,15.72,₹ 10.90 - 17.38 lakh
2518,hyundai eon era plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5,2.75,hyundai,eon,era plus,11.28145047,₹2.96 - 4.71 lakh
2519,bmw 5 series 2013-2017 520d luxury line,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5,31.5,bmw,5,series 2013-2017 520d luxury line,67.24571429,1.3
2520,honda brio s mt,Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5,4.92,honda,brio,s mt,6.8825,₹4.82 - 6.90 lakh
2521,maruti ritz vdi,Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5,3.52,maruti,ritz,vdi,7.55626867,8.5
2522,bmw 3 series 320d prestige,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5,17.55,bmw,3,series 320d prestige,52.113125,8.5
2523,maruti swift dzire ldi,Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5,5.8,maruti,swift,dzire ldi,7.56375,8.5
2524,maruti swift dzire vdi,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5,6.95,maruti,swift,dzire vdi,7.56375,8.5
2525,renault scala rxl,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5,2.4,renault,scala,rxl,11.74394958,₹7.59 - 10.68 lakh
2526,maruti swift dzire zxi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5,4.25,maruti,swift,dzire zxi,7.56375,12.99
2527,tata indigo cs lx (tdi) bs iii,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5,1.5,tata,indigo,cs lx (tdi) bs iii,10.75306548,₹3.88 - 5.99 lakh
2528,hyundai grand i10 crdi sportz,Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5,4.5,hyundai,grand,i10 crdi sportz,7.2952,5.0
2529,tata indica vista quadrajet ls,Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5,2.5,tata,indica,vista quadrajet ls,10.75306548,₹4.05 - 5.59 lakh
2530,ford fiesta 1.4 tdci exi,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5,1.55,ford,fiesta,1.4 tdci exi,13.57205029,₹8.63 - 10.31 lakh
2531,renault duster 85ps diesel rxe,Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5,6.5,renault,duster,85ps diesel rxe,11.27,₹8.59 - 14.25 lakh
2532,bmw 5 series 520d sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48,2290.490323,206.6509032,5,18.0,bmw,5,series 520d sedan,67.24571429,3.8
2533,hyundai grand i10 crdi sportz edition,Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5,4.96,hyundai,grand,i10 crdi sportz edition,7.2952,3.8
2534,honda brio s mt,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5,3.25,honda,brio,s mt,6.8825,₹4.82 - 6.90 lakh
2535,audi a4 1.8 tfsi,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5,8.5,audi,a4,1.8 tfsi,51.385,₹ 43.81 - 51.85 lakh
2536,maruti alto 800 2016-2019 lxi,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5,2.75,maruti,alto,800 2016-2019 lxi,4.53,5.1
2537,hyundai verna transform sx vtvt,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5,3.4,hyundai,verna,transform sx vtvt,14.254,₹ 10.90 - 17.38 lakh
2538,maruti ertiga zdi,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7,7.0,maruti,ertiga,zdi,11.61857143,29.0
2539,hyundai creta 1.6 crdi sx option,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5,14.25,hyundai,creta,1.6 crdi sx option,15.19333333,₹ 10.84 - 19.13 lakh
2540,volkswagen vento 1.5 tdi highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5,6.5,volkswagen,vento,1.5 tdi highline,13.81375,₹8.69 - 14.79 lakh
2541,honda city i vtec sv,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5,5.49,honda,city,i vtec sv,14.63571429,₹ 11.52 - 16.00 lakh
2542,hyundai getz gls abs,Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5,0.8,hyundai,getz,gls abs,11.28145047,₹4.14 - 5.12 lakh
2543,hyundai santro xing xg erlx euro iii,Kochi,2007,58815,Petrol,Manual,First,17.0,1086.0,91.94537954,5,1.99,hyundai,santro,xing xg erlx euro iii,11.28145047,₹3.91 - 6.45 lakh
2544,hyundai grand i10 at asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5,5.91,hyundai,grand,i10 at asta,7.2952,6.98
2545,hyundai grand i10 1.2 kappa sportz option,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5,6.44,hyundai,grand,i10 1.2 kappa sportz option,7.2952,6.98
2546,maruti wagon r lxi cng,Pune,2012,90400,CNG,Manual,First,26.2,998.0,58.2,5,2.9,maruti,wagon,r lxi cng,5.39,6.98
2547,hyundai grand i10 sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5,4.6,hyundai,grand,i10 sportz,7.2952,6.98
2548,maruti swift vdi bsiv,Pune,2007,121000,Diesel,Manual,Second,17.8,1248.0,74.20637807,5,2.35,maruti,swift,vdi bsiv,7.56375,6.98
2549,hyundai i20 asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5,7.21,hyundai,i20,asta 1.2,9.74,₹ 7.19 - 11.83 lakh
2550,renault duster 85ps diesel rxl,Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5,8.0,renault,duster,85ps diesel rxl,13.87,₹8.59 - 14.25 lakh
2551,maruti swift dzire vdi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5,3.5,maruti,swift,dzire vdi,7.56375,1.95
2552,toyota innova 2.5 g (diesel) 8 seater bs iv,Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8,5.9,toyota,innova,2.5 g (diesel) 8 seater bs iv,23.61366667,₹13.22 - 16.81 lakh
2553,tata nano twist xt,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4,1.74,tata,nano,twist xt,10.75306548,₹2.05 - 2.97 lakh
2554,ford figo 2015-2019 1.2p sports edition mt,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5,6.8,ford,figo,2015-2019 1.2p sports edition mt,7.65,₹5.23 - 8.37 lakh
2555,hyundai i20 1.2 asta option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5,7.5,hyundai,i20,1.2 asta option,9.74,₹ 7.19 - 11.83 lakh
2556,honda brv i-vtec v mt,Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7,8.0,honda,brv,i-vtec v mt,13.58,5.5
2557,honda amaze s diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5,5.99,honda,amaze,s diesel,9.09,₹ 6.91 - 9.50 lakh
2558,hyundai creta 1.6 crdi sx,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5,12.9,hyundai,creta,1.6 crdi sx,15.19333333,₹ 10.84 - 19.13 lakh
2559,maruti baleno zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5,7.0,maruti,baleno,zeta 1.2,8.886666667,7.95
2560,audi q5 2.0 tdi technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5,35.0,audi,q5,2.0 tdi technology,63.78077684,₹ 61.46 - 67.25 lakh
2561,honda amaze s i-dtec,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5,5.5,honda,amaze,s i-dtec,8.662857143,₹ 6.91 - 9.50 lakh
2562,bmw x5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5,18.46,bmw,x5,3.0d,63.44220807,₹ 79.89 - 95.73 lakh
2563,ford figo petrol titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5,2.4,ford,figo,petrol titanium,7.65,₹5.23 - 8.37 lakh
2564,maruti wagon r vxi,Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5,1.0,maruti,wagon,r vxi,5.39,6.27
2565,hyundai i10 era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5,2.65,hyundai,i10,era,11.28145047,₹3.82 - 6.31 lakh
2566,skoda rapid 1.5 tdi at elegance,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5,5.96,skoda,rapid,1.5 tdi at elegance,14.132,₹6.99 - 14.25 lakh
2567,porsche panamera diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4,75.0,porsche,panamera,diesel,136.0,₹ 1.57 - 2.73 crore
2568,mercedes-benz cla 200 sport edition,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5,27.15,mercedes-benz,cla,200 sport edition,44.215,₹31.72 - 77.69 lakh
2569,audi a6 2.8 fsi,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5,10.5,audi,a6,2.8 fsi,62.35666667,₹ 61.41 - 67.53 lakh
2570,maruti ciaz zxi plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5,6.7,maruti,ciaz,zxi plus,11.04333333,2.65
2571,ford ecosport 1.5 dv5 mt titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5,4.9,ford,ecosport,1.5 dv5 mt titanium,12.10909091,₹7.91 - 11.70 lakh
2572,mahindra bolero mhawk d70 zlx,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7,8.0,mahindra,bolero,mhawk d70 zlx,10.982,₹ 9.53 - 10.48 lakh
2573,maruti alto k10 vxi,Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5,3.63,maruti,alto,k10 vxi,4.09,8.9
2574,maruti swift dzire 1.2 vxi bsiv,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5,4.8,maruti,swift,dzire 1.2 vxi bsiv,7.56375,8.9
2575,tata zest revotron 1.2t xe,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5,4.25,tata,zest,revotron 1.2t xe,6.83,₹5.82 - 9.87 lakh
2576,maruti swift 1.3 vxi,Kolkata,2014,32986,Petrol,Manual,First,16.1,1150.991513,74.20637807,5,4.24,maruti,swift,1.3 vxi,7.56375,17.45
2577,ford endeavour 3.2 trend at 4x4,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7,30.27,ford,endeavour,3.2 trend at 4x4,35.29,₹29.19 - 36.26 lakh
2578,mercedes-benz new c-class c 220 cdi classic,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5,14.25,mercedes-benz,new,c-class c 220 cdi classic,49.49,9.58
2579,hyundai i10 sportz at,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5,3.41,hyundai,i10,sportz at,11.28145047,₹3.82 - 6.31 lakh
2580,honda city 1.5 s mt,Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5,2.78,honda,city,1.5 s mt,14.63571429,₹ 11.52 - 16.00 lakh
2581,skoda octavia elegance 2.0 tdi at,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5,15.5,skoda,octavia,elegance 2.0 tdi at,28.37,₹ 27.34 - 30.44 lakh
2582,tata indica v2 els,Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5,3.0,tata,indica,v2 els,10.75306548,₹4.05 - 5.59 lakh
2583,maruti wagon r vxi bsii,Pune,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5,2.3,maruti,wagon,r vxi bsii,5.39,7.0
2584,hyundai creta 1.6 crdi sx,Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5,13.28,hyundai,creta,1.6 crdi sx,15.19333333,₹ 10.84 - 19.13 lakh
2585,maruti a-star lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5,2.25,maruti,a-star,lxi,7.55626867,64.87
2586,maruti wagon r lxi,Kochi,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5,3.36,maruti,wagon,r lxi,5.04,64.87
2587,honda mobilio e i vtec,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7,4.25,honda,mobilio,e i vtec,11.79582001,₹7.29 - 12.42 lakh
2588,hyundai i10 magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5,4.3,hyundai,i10,magna,11.28145047,₹3.82 - 6.31 lakh
2589,skoda superb 3.6 v6 fsi,Hyderabad,2010,54000,Petrol,Automatic,First,0.0,3597.0,262.6,5,6.0,skoda,superb,3.6 v6 fsi,34.36333333,₹ 34.17 - 37.27 lakh
2590,hyundai i20 1.4 sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5,9.18,hyundai,i20,1.4 sportz,9.74,₹ 7.19 - 11.83 lakh
2591,maruti celerio zxi optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5,4.99,maruti,celerio,zxi optional,5.891666667,3.95
2592,skoda laura 1.8 tsi ambiente,Pune,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5,3.75,skoda,laura,1.8 tsi ambiente,25.2041791,₹12.58 - 19.43 lakh
2593,ford figo diesel lxi,Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5,2.5,ford,figo,diesel lxi,7.65,₹5.23 - 8.37 lakh
2594,honda jazz 1.5 vx i dtec,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5,7.2,honda,jazz,1.5 vx i dtec,9.431666667,₹ 8.11 - 10.41 lakh
2595,mercedes-benz e-class 2015-2017 e250 edition e,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5,29.5,mercedes-benz,e-class,2015-2017 e250 edition e,82.61833333,₹ 72.48 - 87.47 lakh
2596,mercedes-benz gla class 200 cdi sport,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5,17.55,mercedes-benz,gla,class 200 cdi sport,41.94,₹ 46.48 - 50.48 lakh
2597,volvo s60 d3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5,12.0,volvo,s60,d3,45.67,₹45.90 lakh
2598,audi a8 l 3.0 tdi quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5,13.5,audi,a8,l 3.0 tdi quattro,63.78077684,₹1.06 crore
2599,hyundai verna 1.6 sx crdi (o) at,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5,5.1,hyundai,verna,1.6 sx crdi (o) at,14.254,₹ 10.90 - 17.38 lakh
2600,bmw 3 series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5,10.3,bmw,3,series 320d,43.81,0.9
2601,hyundai verna 1.6 sx,Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5,5.7,hyundai,verna,1.6 sx,14.254,₹ 10.90 - 17.38 lakh
2602,maruti wagon r vxi,Kochi,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5,3.41,maruti,wagon,r vxi,5.12,6.5
2603,ford figo diesel exi,Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5,2.4,ford,figo,diesel exi,7.65,₹5.23 - 8.37 lakh
2604,mahindra kuv 100 mfalcon g80 k2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6,5.6,mahindra,kuv,100 mfalcon g80 k2,7.35,19.41
2605,tata indigo ls,Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5,1.0,tata,indigo,ls,10.75306548,₹3.88 - 5.99 lakh
2606,mahindra tuv 300 t8 amt,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7,8.2,mahindra,tuv,300 t8 amt,15.5675283,6.58
2607,audi q3 35 tdi quattro premium plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5,27.5,audi,q3,35 tdi quattro premium plus,48.64,₹ 44.89 - 50.39 lakh
2608,maruti wagon r vxi 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5,3.5,maruti,wagon,r vxi 1.2,5.71,2.0
2609,maruti celerio cng vxi mt,Kochi,2016,70536,CNG,Manual,First,31.79,998.0,58.33,5,4.58,maruti,celerio,cng vxi mt,5.87,2.0
2610,maruti vitara brezza zdi plus dual tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5,10.34,maruti,vitara,brezza zdi plus dual tone,12.56,2.0
2611,mahindra scorpio dx 2.6 turbo 8 str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8,3.25,mahindra,scorpio,dx 2.6 turbo 8 str,15.5675283,₹ 12.74 - 24.05 lakh
2612,hyundai tucson crdi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7,5.0,hyundai,tucson,crdi,25.75,₹ 28.51 - 35.34 lakh
2613,hyundai santro xing gls,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5,2.25,hyundai,santro,xing gls,11.28145047,₹3.91 - 6.45 lakh
2614,porsche panamera diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4,51.52,porsche,panamera,diesel 250hp,136.0,₹ 1.57 - 2.73 crore
2615,maruti vitara brezza vdi option,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5,8.62,maruti,vitara,brezza vdi option,11.13190476,5.53
2616,maruti swift dzire vdi,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5,7.25,maruti,swift,dzire vdi,7.56375,5.53
2617,honda amaze v petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5,5.47,honda,amaze,v petrol,8.16,₹ 6.91 - 9.50 lakh
2618,jaguar xf 2.2 litre luxury,Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5,31.0,jaguar,xf,2.2 litre luxury,72.64,₹ 71.60 - 76.00 lakh
2619,mini cooper convertible s,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4,35.98,mini,cooper,convertible s,44.28,₹ 40.00 - 40.58 lakh
2620,hyundai eon era plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5,3.42,hyundai,eon,era plus,11.28145047,₹2.96 - 4.71 lakh
2621,audi a6 3.0 tdi quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5,11.5,audi,a6,3.0 tdi quattro,62.35666667,₹ 61.41 - 67.53 lakh
