Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Renault Duster 85PS Diesel RxL,Renault,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461,83.8,5,,5.35
Honda Amaze VX AT i-Vtech,Honda,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5,,5.4
Audi A4 2.0 TDI Premium Sport Limited Edition,Audi,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968,174.33,5,,23.45
Skoda Octavia Ambiente 1.9 TDI MT,Skoda,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896,66,5,,1.9
Honda Amaze E i-Dtech,Honda,Pune,2016,62000,Diesel,Manual,First,25.8,1498,98.6,5,,6.1
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Toyota,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494,102,8,,4.95
Hyundai EON D Lite Plus,Hyundai,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814,55.2,5,,2.5
Datsun redi-GO T Option,Datsun,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5,4.05,3.48
Maruti Swift VDI,Maruti,Chennai,2012,78000,Diesel,Manual,First,22.9,1248,74,5,,4.4
Mitsubishi Pajero 2.8 GLX Sports,Mitsubishi,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835,118.6,6,,7.99
Volvo S80 D5,Volvo,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400,215,5,,10.99
Toyota Fortuner 4x2 AT,Toyota,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,,18.5
Jeep Compass 2.0 Limited 4X4,Jeep,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170,5,26.95,21.69
Maruti Swift Dzire VDI,Maruti,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248,74,5,,5.17
Hyundai Verna 1.6 SX,Hyundai,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582,126.32,5,,4.5
Mahindra Scorpio VLX 2WD BSIV,Mahindra,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179,120,8,,6.75
Hyundai i10 Era,Hyundai,Kochi,2013,56075,Petrol,Manual,First,19.81,1086,68.05,5,,3.12
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494,100.6,8,,8.25
Toyota Innova Crysta 2.8 ZX AT,Toyota,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7,28.05,20.14
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494,100,8,,12.6
Maruti Swift Dzire ZDI,Maruti,Kochi,2015,35082,Diesel,Manual,First,23.4,1248,74,5,,6.61
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582,126.2,5,,13.23
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494,100,8,,4.75
Volkswagen Vento Diesel Highline,Volkswagen,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598,103.6,5,,2.9
Chevrolet Tavera LS B3 10 Seats BSIII,Chevrolet,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499,80,10,,5.5
Mahindra Ssangyong Rexton RX7,Mahindra,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696,184,7,,9.47
Hyundai i10 Magna,Hyundai,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197,78.9,5,,1.95
Hyundai i10 Sportz 1.2,Hyundai,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197,78.9,5,,2.2
Hyundai Santro Xing XG eRLX Euro III,Hyundai,Mumbai,2006,50888,Petrol,Manual,First,17,1086,null,5,,1.15
Honda Amaze S i-Vtech,Honda,Bangalore,2013,44000,Petrol,Manual,Second,18,1198,86.7,5,,4.35
Maruti Celerio ZXI AT,Maruti,Pune,2016,54000,Petrol,Automatic,First,23.1,998,67.04,5,,4.5
Hyundai Grand i10 Asta,Hyundai,Chennai,2013,90000,Petrol,Manual,First,18.9,1197,82,5,,3.55
Maruti Swift Dzire VDi,Maruti,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248,73.9,5,,4.75
Hyundai i10 Sportz,Hyundai,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197,78.9,5,,4.52
BMW X1 sDrive 20d Exclusive,BMW,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995,177,5,,12.75
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968,174.33,5,,20.04
Nissan Terrano XL 85 PS,Nissan,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461,83.8,5,,6.5
Mitsubishi Montero 3.2 GLS,Mitsubishi,Chennai,2007,179032,Diesel,Manual,First,11.56,3200,199.3,7,,7.5
Maruti Wagon R VXI AMT,Maruti,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67,5,6.14,4.15
Honda Civic 2006-2010 1.8 (E) MT,Honda,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799,130,5,,2.5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,Pune,2016,20600,Petrol,Manual,First,18.6,1197,81.83,5,,5.4
Maruti Alto K10 VXI,Maruti,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5,4.82,3.15
Audi Q7 35 TDI Quattro Technology,Audi,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967,241.4,7,,52.5
Hyundai i20 Sportz Option 1.2,Hyundai,Delhi,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5,,5.95
Tata Tiago AMT 1.2 Revotron XZA,Tata,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5,7.17,6.97
Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197,78.9,5,,3.2
Hyundai Santro Xing XP,Hyundai,Pune,2007,70000,Petrol,Manual,First,0,1086,null,5,,1.12
Renault Duster 85PS Diesel RxL Optional,Renault,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461,83.8,5,,6.69
Tata Xenon XT EX 4X4,Tata,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5,,5.9
Hyundai i20 Magna,Hyundai,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197,80,5,,2.25
Maruti Swift Dzire VDI,Maruti,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248,74,5,,4.5
Hyundai EON Magna,Hyundai,Pune,2015,55000,Petrol,Manual,First,22,814,55,5,,2.61
Mercedes-Benz New C-Class 220 CDI AT,Mercedes,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143,170,5,,11.5
Mini Cooper Convertible S,Mini,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35
Tata Nano Cx,Tata,Jaipur,2010,57000,Petrol,Manual,First,26,624,35,4,,0.5
Maruti Ciaz ZDi Plus,Maruti,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5,,5.75
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Pune,2017,50000,Diesel,Manual,First,22,1582,126.2,5,15.72,11.5
Hyundai EON Era Plus,Hyundai,Jaipur,2015,38000,Petrol,Manual,First,21.1,814,55.2,5,,2.75
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995,190,5,,31.5
Honda Brio S MT,Honda,Kochi,2016,38735,Petrol,Manual,First,19.4,1198,86.8,5,,4.92
Maruti Ritz VDi,Maruti,Pune,2012,23598,Diesel,Manual,First,23.2,1248,73.94,5,,3.52
BMW 3 Series 320d Prestige,BMW,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995,184,5,,17.55
Maruti Swift Dzire LDI,Maruti,Pune,2016,39000,Diesel,Manual,First,26.59,1248,74,5,,5.8
Maruti Swift Dzire VDI,Maruti,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248,74,5,,6.95
Renault Scala RxL,Renault,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498,97.6,5,,2.4
Chevrolet Cruze LTZ AT,Chevrolet,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998,163.7,5,,5.25
Maruti Swift Dzire ZXi,Maruti,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298,85.8,5,,4.25
Tata Indigo CS LX (TDI) BS III,Tata,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396,69,5,,1.5
Hyundai Grand i10 CRDi Sportz,Hyundai,Jaipur,2016,46522,Diesel,Manual,First,24,1120,70,5,,4.5
Tata Indica Vista Quadrajet LS,Tata,Pune,2014,180000,Diesel,Manual,First,22.3,1248,74,5,,2.5
Ford Fiesta 1.4 TDCi EXI,Ford,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399,68,5,,1.55
Renault Duster 85PS Diesel RxE,Renault,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5,11.27,6.5
BMW 5 Series 520d Sedan,BMW,Pune,2012,95000,Diesel,Automatic,Second,18.48,,,,,18
Hyundai Grand i10 CRDi SportZ Edition,Hyundai,Kochi,2015,66337,Diesel,Manual,First,24,1120,70,5,,4.96
Honda Brio S MT,Honda,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198,86.8,5,,3.25
Audi A4 1.8 TFSI,Audi,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781,163.2,5,,8.5
Maruti Alto 800 2016-2019 LXI,Maruti,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796,47.3,5,,2.75
Hyundai Verna Transform SX VTVT,Hyundai,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599,103.2,5,,3.4
Maruti Ertiga ZDI,Maruti,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248,88.8,7,,7
Chevrolet Optra Magnum 1.6 LT ABS BS3,Chevrolet,Kochi,2012,71787,Petrol,Manual,First,12.9,1598,102.5,5,,3.21
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582,126.2,5,,14.25
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498,103.2,5,,6.5
Honda City i VTEC SV,Honda,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497,117.3,5,,5.49
Hyundai Getz GLS ABS,Hyundai,Pune,2005,91000,Petrol,Manual,Third,16.8,1341,83,5,,0.8
Hyundai Santro Xing XG eRLX Euro III,Hyundai,Kochi,2007,58815,Petrol,Manual,First,17,1086,null,5,,1.99
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197,82,5,,5.91
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197,81.86,5,,6.44
Maruti Wagon R LXI CNG,Maruti,Pune,2012,90400,CNG,Manual,First,26.2,998,58.2,5,,2.9
Hyundai Grand i10 Sportz,Hyundai,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197,82,5,,4.6
Maruti Swift VDI BSIV,Maruti,Pune,2007,121000,Diesel,Manual,Second,17.8,1248,null,5,,2.35
Hyundai i20 Asta 1.2,Hyundai,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197,81.83,5,,7.21
Renault Duster 85PS Diesel RxL,Renault,Pune,2016,60000,Diesel,Manual,First,19.87,1461,83.8,5,,8
Maruti Swift Dzire VDi,Maruti,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5,,3.5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Pune,2008,178280,Diesel,Manual,First,12.8,2494,102,8,,5.9
Tata Nano Twist XT,Tata,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624,37.5,4,,1.74
Ford Figo 2015-2019 1.2P Sports Edition MT,Ford,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196,86.8,5,,6.8
Hyundai i20 1.2 Asta Option,Hyundai,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,,7.5
Honda BRV i-VTEC V MT,Honda,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7,13.58,8
Honda Amaze S Diesel,Honda,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5,9.09,5.99
Hyundai Creta 1.6 CRDi SX,Hyundai,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582,126.2,5,,12.9
Maruti Baleno Zeta 1.2,Maruti,Delhi,2018,22900,Petrol,Manual,First,21.4,1197,83.1,5,,7
Audi Q5 2.0 TDI Technology,Audi,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968,174.3,5,,35
Honda Amaze S i-DTEC,Honda,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498,98.6,5,,5.5
BMW X5 3.0d,BMW,Coimbatore,2010,101119,Diesel,Automatic,First,11,2993,235,5,,18.46
Ford Figo Petrol Titanium,Ford,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196,70,5,,2.4
Maruti Wagon R VXI,Maruti,Pune,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5,,1
Hyundai i10 Era,Hyundai,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086,68.05,5,,2.65
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498,103.52,5,,5.96
Porsche Panamera Diesel,Porsche,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967,300,4,,75
Mercedes-Benz CLA 200 Sport Edition,Mercedes,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991,183,5,,27.15
Audi A6 2.8 FSI,Audi,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773,201,5,,10.5
Maruti Ciaz ZXi Plus,Maruti,Chennai,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5,,6.7
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498,89.84,5,,4.9
Mahindra Bolero mHAWK D70 ZLX,Mahindra,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493,70,7,,8
Maruti Alto K10 VXI,Maruti,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5,4.09,3.63
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5,,4.8
Tata Zest Revotron 1.2T XE,Tata,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5,6.83,4.25
Maruti Swift 1.3 VXi,Maruti,Kolkata,2014,32986,Petrol,Manual,First,16.1,,,,,4.24
Ford Endeavour 3.2 Trend AT 4X4,Ford,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198,197.2,7,,30.27
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mercedes,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148,170,5,,14.25
Hyundai i10 Sportz AT,Hyundai,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197,78.9,5,,3.41
Honda City 1.5 S MT,Honda,Delhi,2009,73200,Petrol,Manual,First,17,1497,118,5,,2.78
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968,141,5,,15.5
Tata Indica V2 eLS,Tata,Chennai,2017,129000,Diesel,Manual,First,25,1396,69,5,,3
Maruti Wagon R VXi BSII,Maruti,Pune,2012,82000,Petrol,Manual,First,18.9,998,67.1,5,,2.3
Hyundai Creta 1.6 CRDi SX,Hyundai,Kochi,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5,,13.28
Maruti A-Star Lxi,Maruti,Hyderabad,2009,61964,Petrol,Manual,First,19,998,66.1,5,,2.25
Maruti Wagon R LXI,Maruti,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5,5.04,3.36
Honda Mobilio E i VTEC,Honda,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497,117.3,7,,4.25
Hyundai i10 Magna,Hyundai,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197,78.9,5,,4.3
Skoda Superb 3.6 V6 FSI,Skoda,Hyderabad,2010,54000,Petrol,Automatic,First,0,3597,262.6,5,,6
Hyundai i20 1.4 Sportz,Hyundai,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396,88.73,5,,9.18
Maruti Celerio ZXI Optional,Maruti,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998,67.04,5,,4.99
Skoda Laura 1.8 TSI Ambiente,Skoda,Pune,2011,31900,Petrol,Manual,First,13.4,1798,157.8,5,,3.75
Ford Figo Diesel LXI,Ford,Chennai,2010,39000,Diesel,Manual,First,20,1399,68,5,,2.5
Honda Jazz 1.5 VX i DTEC,Honda,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498,98.6,5,,7.2
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedes,Ahmedabad,2016,39500,Diesel,Automatic,First,15,2143,204,5,,29.5
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143,136,5,,17.55
Volvo S60 D3,Volvo,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985,163,5,,12
Audi A8 L 3.0 TDI quattro,Audi,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5,,13.5
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5,,5.1
BMW 3 Series 320d,BMW,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,43.81,10.3
Hyundai Verna 1.6 SX,Hyundai,Delhi,2014,62000,Diesel,Manual,First,22.32,1582,126.32,5,,5.7
Maruti Wagon R VXI,Maruti,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5,5.12,3.41
Ford Figo Diesel EXI,Ford,Hyderabad,2010,108882,Diesel,Manual,Second,20,1399,68,5,,2.4
Mahindra KUV 100 mFALCON G80 K2,Mahindra,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198,82,6,,5.6
Tata Indigo LS,Tata,Pune,2006,160000,Diesel,Manual,First,17,1405,70,5,,1
Mahindra TUV 300 T8 AMT,Mahindra,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493,100,7,,8.2
Audi Q3 35 TDI Quattro Premium Plus,Audi,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,48.64,27.5
Maruti Wagon R VXI 1.2,Maruti,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5,5.71,3.5
Maruti Celerio CNG VXI MT,Maruti,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5,5.87,4.58
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5,12.56,10.34
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mahindra,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609,116.6,8,,3.25
Hyundai Tucson CRDi,Hyundai,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991,112,7,,5
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,,2.25
Porsche Panamera Diesel 250hp,Porsche,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967,250,4,,51.52
Maruti Vitara Brezza VDi Option,Maruti,Kochi,2018,51921,Diesel,Manual,First,24.3,1248,88.5,5,,8.62
Maruti Swift Dzire VDI,Maruti,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74,5,,7.25
Honda Amaze V Petrol,Honda,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,8.16,5.47
Jaguar XF 2.2 Litre Luxury,Jaguar,Pune,2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5,,31
Mini Cooper Convertible S,Mini,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35.98
Hyundai EON Era Plus,Hyundai,Jaipur,2017,8500,Petrol,Manual,First,21.1,814,55.2,5,,3.42
Audi A6 3.0 TDI quattro,Audi,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5,,11.5
Hyundai i20 Active 1.2 SX Dual Tone,Hyundai,Pune,2016,6000,Petrol,Manual,First,17.19,1197,81.86,5,,7.25
Maruti Swift AMT DDiS VDI,Maruti,Chennai,2018,11000,Diesel,Manual,First,28.4,1248,74,5,,8
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Kochi,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5,,7.33
Maruti Wagon R VXI BS IV with ABS,Maruti,Kolkata,2016,29930,Petrol,Manual,First,18.9,998,67.1,5,,3.35
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5,,4.4
Toyota Etios VX,Toyota,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5,,2.99
Honda Jazz 1.2 SV i VTEC,Honda,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5,,5.6
Volkswagen CrossPolo 1.5 TDI,Volkswagen,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5,,6.63
Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5,9.72,7.9
Honda City V MT Exclusive,Honda,Kochi,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5,,7
Honda Brio VX AT,Honda,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5,,4.95
Skoda Rapid 1.6 MPI AT Style,Skoda,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5,,9.19
Hyundai Verna CRDi,Hyundai,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5,,5.1
Hyundai i20 Active S Diesel,Hyundai,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5,,5.9
Maruti Baleno Alpha CVT,Maruti,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5,10.3,9.51
Honda CR-V 2.4L 4WD MT,Honda,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5,,3.9
Maruti Swift Dzire VXI,Maruti,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5,,5.39
Maruti Swift Dzire VDi,Maruti,Pune,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5,,3
Maruti Swift Dzire ZDI,Maruti,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248,74,5,,4.3
Maruti Swift Dzire ZXI,Maruti,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5,,6.75
Hyundai Grand i10 Sportz,Hyundai,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197,82,5,,4.5
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Chennai,2010,82000,Diesel,Manual,First,17.8,1399,68,5,,2.75
Hyundai Verna 1.6 CRDi S,Hyundai,Chennai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5,,9
Maruti Wagon R Vx,Maruti,Jaipur,2001,200000,Petrol,Manual,First,12,,,,,0.7
Ford Figo Diesel EXI,Ford,Delhi,2014,45001,Diesel,Manual,Second,20,1399,68.05,5,,2.55
Tata Manza Aqua Quadrajet BS IV,Tata,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5,,3.54
Honda Civic 2006-2010 1.8 S MT,Honda,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799,130,5,,4.25
Maruti Alto LX BSIII,Maruti,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5,,1.2
BMW 5 Series 520d Luxury Line,BMW,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5,63.71,19.5
Mahindra XUV500 W8 2WD,Mahindra,Bangalore,2015,76000,Diesel,Manual,Second,16,2179,140,7,,12
Maruti Ritz VDi,Maruti,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5,,3.9
Maruti Vitara Brezza ZDi Plus,Maruti,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5,11.12,9.13
Maruti Eeco 7 Seater Standard,Maruti,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7,4.69,2.25
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5,,3.25
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5,,14.79
Maruti Wagon R LXI,Maruti,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5,5.04,2.35
Maruti Celerio ZDi,Maruti,Kolkata,2015,33517,Diesel,Manual,First,27.62,793,47,5,,3.1
Hyundai Santa Fe 2WD AT,Hyundai,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,,12.9
Hyundai EON D Lite Plus Option,Hyundai,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5,,2.5
Hyundai i20 Sportz 1.2,Hyundai,Delhi,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,,3.65
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5,,7.5
Honda Brio S Option MT,Honda,Kochi,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5,,3.74
Maruti Swift VXI Optional,Maruti,Kochi,2017,26327,Petrol,Manual,First,20.4,1197,81.8,5,,5.86
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5,,39.62
Maruti Swift VDI Optional,Maruti,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248,74,5,,7.05
Maruti Swift AMT VDI,Maruti,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248,74,5,,7.5
Chevrolet Beat Diesel LS,Chevrolet,Chennai,2012,58000,Diesel,Manual,First,25.44,936,57.6,5,,2.1
Skoda Superb Elegance 1.8 TSI AT,Skoda,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5,,11.6
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5,,19.25
Toyota Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8,24.01,17.92
Hyundai i10 Sportz,Hyundai,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5,,3.6
Honda Amaze S i-DTEC,Honda,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5,,4.5
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5,,7.4
Mercedes-Benz GLE 350d,Mercedes,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,59.29
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179,120,7,,5.5
Hyundai Getz GLE,Hyundai,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341,83,5,,1.75
