,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Variant,New_Price1
2974,ford ecosport 1.5 dv5 mt titanium optional,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15,ford,ecosport,1.5 dv5 mt titanium optional,12.10909091
2975,maruti ritz vxi,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05,maruti,ritz,vxi,7.55626867
2976,hyundai i20 1.4 crdi magna,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,90,5,3.1,hyundai,i20,1.4 crdi magna,9.74
2977,maruti dzire vxi,Hyderabad,2013,34900,Petrol,Manual,First,22,1197,81.8,5,5.49,maruti,dzire,vxi,7.97
2978,porsche panamera 2010 2013 4s,Coimbatore,2010,42400,Petrol,Automatic,Third,8,4806,394.3,4,42.91,porsche,panamera,2010 2013 4s,136
2979,maruti swift vdi bsiii w/ abs,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,75,5,5.7,maruti,swift,vdi bsiii w/ abs,7.56375
2980,honda brio s mt,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85,honda,brio,s mt,6.8825
2982,hyundai creta 1.6 sx plus petrol automatic,Coimbatore,2018,32807,Petrol,Automatic,First,13,1591,121.3,5,14.76,hyundai,creta,1.6 sx plus petrol automatic,15.19333333
2983,honda city zx gxi,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,78,5,2.25,honda,city,zx gxi,14.63571429
2984,maruti ritz lxi,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65,maruti,ritz,lxi,7.55626867
2985,ford ecosport 1.5 tdci trend,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25,ford,ecosport,1.5 tdci trend,12.10909091
2986,bmw 3 series 320d,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,170,5,10.69,bmw,3,series 320d,52.113125
2987,hyundai verna 1.6 sx vtvt,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5,hyundai,verna,1.6 sx vtvt,14.254
2988,toyota innova 2.5 g4 diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102,8,5.1,toyota,innova,2.5 g4 diesel 8-seater,23.61366667
2989,maruti wagon r lxi,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25,maruti,wagon,r lxi,5.04
2990,maruti ertiga vdi,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25,maruti,ertiga,vdi,11.66
2991,maruti alto lxi bsiii,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7,maruti,alto,lxi bsiii,4.53
2992,maruti a-star vxi,Kochi,2010,55324,Petrol,Manual,First,19,998,66.1,5,2.87,maruti,a-star,vxi,7.55626867
2993,bmw x5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,11,2993,235,5,17.75,bmw,x5,3.0d,63.44220807
2994,mahindra kuv 100 g80 k6 plus 5str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82,5,4.5,mahindra,kuv,100 g80 k6 plus 5str,7.35
2995,hyundai i10 magna at,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,80,5,2.95,hyundai,i10,magna at,11.28145047
2996,honda civic 2006-2010 1.8 s at,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799,130,5,2.6,honda,civic,2006-2010 1.8 s at,11.79582001
2997,hyundai i10 sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,3,hyundai,i10,sportz 1.2,11.28145047
2998,mercedes-benz new c-class c 220 cdi elegance at,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143,170,5,15.5,mercedes-benz,new,c-class c 220 cdi elegance at,49.49
2999,toyota etios g,Pune,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8,toyota,etios,g,7.432
3000,honda city 1.5 e mt,Kolkata,2010,54801,Petrol,Manual,First,17,1497,118,5,2.5,honda,city,1.5 e mt,14.63571429
3001,maruti swift dzire vdi,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248,74,5,5.75,maruti,swift,dzire vdi,7.56375
3002,maruti swift vxi,Pune,2010,68000,Petrol,Manual,First,22,1197,81.8,5,2.8,maruti,swift,vxi,6.99
3003,hyundai verna 1.6 ex vtvt,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59,hyundai,verna,1.6 ex vtvt,14.254
3004,maruti ritz vdi,Pune,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65,maruti,ritz,vdi,7.55626867
3005,toyota fortuner 4x2 manual,Mumbai,2015,31000,Diesel,Manual,First,13,2982,168.5,7,19.85,toyota,fortuner,4x2 manual,36.548
3006,jeep compass 2.0 limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170,5,18.5,jeep,compass,2.0 limited,23.89
3007,hyundai i20 asta option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95,hyundai,i20,asta option 1.2,9.74
3008,maruti wagon r lxi cng,Delhi,2014,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85,maruti,wagon,r lxi cng,5.39
3009,tata new safari dicor 2.2 ex 4x4 bs iv,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179,138,7,3.75,tata,new,safari dicor 2.2 ex 4x4 bs iv,10.75306548
3010,maruti swift dzire ldi,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3,maruti,swift,dzire ldi,7.56375
3011,tata indigo ecs els bs iv,Kolkata,2016,78000,Diesel,Manual,First,25,1396,69.01,5,2.3,tata,indigo,ecs els bs iv,10.75306548
3012,maruti swift ldi,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74,5,5.95,maruti,swift,ldi,7.27
3013,maruti celerio vxi at,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49,maruti,celerio,vxi at,5.891666667
3014,bmw 5 series 2013-2017 530d m sport,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993,258,5,47.7,bmw,5,series 2013-2017 530d m sport,67.24571429
3015,volkswagen polo 1.2 mpi highline,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198,74,5,6.43,volkswagen,polo,1.2 mpi highline,9.71375
3016,tata safari dicor 2.2 lx 4x2,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5,tata,safari,dicor 2.2 lx 4x2,16.95
3017,mini cooper s carbon edition,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598,181,4,39.75,mini,cooper,s carbon edition,41.21714286
3018,ford figo petrol titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196,70,5,4,ford,figo,petrol titanium,7.65
3019,honda city i dtec v,Ahmedabad,2015,77000,Diesel,Manual,First,26,1498,98.6,5,6.98,honda,city,i dtec v,14.63571429
3020,hyundai tucson crdi,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991,112,7,1.75,hyundai,tucson,crdi,25.75
3021,skoda laura ambiente 2.0 tdi cr mt,Delhi,2013,81755,Diesel,Manual,First,20,1968,108.5,5,4.75,skoda,laura,ambiente 2.0 tdi cr mt,25.2041791
3022,toyota fortuner 3.0 diesel,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982,171,7,23.5,toyota,fortuner,3.0 diesel,36.548
3023,hyundai verna 1.6 sx,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49,hyundai,verna,1.6 sx,14.254
3024,mahindra xuv500 w6 2wd,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179,140,7,10.85,mahindra,xuv500,w6 2wd,18.865
3025,renault kwid rxt,Mumbai,2017,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5,renault,kwid,rxt,4.834285714
3026,hyundai i20 asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3,hyundai,i20,asta 1.2,9.74
3027,honda city v at,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75,honda,city,v at,14.63571429
3028,ford endeavour 3.2 titanium at 4x4,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198,197,7,28.88,ford,endeavour,3.2 titanium at 4x4,35.29
3029,skoda superb elegance 1.8 tsi at,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23,skoda,superb,elegance 1.8 tsi at,34.36333333
3030,bmw 3 series 320d sport,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995,190,5,15,bmw,3,series 320d sport,52.113125
3031,maruti ertiga vxi cng,Mumbai,2013,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8,maruti,ertiga,vxi cng,11.61857143
3032,maruti ritz ldi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75,maruti,ritz,ldi,7.55626867
3033,hyundai santro xing xp,Jaipur,2005,120000,Petrol,Manual,First,0,1086,91.94537954,5,1.15,hyundai,santro,xing xp,11.28145047
3034,toyota fortuner 3.0 diesel,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982,171,7,12.75,toyota,fortuner,3.0 diesel,36.548
3035,maruti swift lxi bsiii,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95,maruti,swift,lxi bsiii,7.56375
3036,tata tigor 1.2 revotron xt,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199,84,5,4.95,tata,tigor,1.2 revotron xt,10.75306548
3037,honda city i vtec cvt vx,Delhi,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25,honda,city,i vtec cvt vx,14.63571429
3038,bmw 3 series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,170,5,20.99,bmw,3,series 320d,52.113125
3039,mercedes-benz e-class 2009-2013 e250 cdi blue efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,203,5,17.5,mercedes-benz,e-class,2009-2013 e250 cdi blue efficiency,82.61833333
3040,maruti swift vdi,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74,5,5.36,maruti,swift,vdi,7.88
3041,maruti ertiga vxi,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35,maruti,ertiga,vxi,11.61857143
3042,hyundai verna 1.6 vtvt,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95,hyundai,verna,1.6 vtvt,14.254
3043,land rover discovery sport td4 hse,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7,land,rover,discovery sport td4 hse,104.102
3044,hyundai santro xing gl,Kolkata,2009,60170,Petrol,Manual,First,0,1086,62,5,1.15,hyundai,santro,xing gl,11.28145047
3045,mercedes-benz new c-class c 220 cdi style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5,mercedes-benz,new,c-class c 220 cdi style,49.49
3046,hyundai i10 magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07,hyundai,i10,magna 1.2,11.28145047
3047,volkswagen polo diesel comfortline 1.2l,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99,volkswagen,polo,diesel comfortline 1.2l,9.71375
3048,maruti vitara brezza vdi option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9,maruti,vitara,brezza vdi option,11.13190476
3049,renault duster 85ps diesel rxl,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49,renault,duster,85ps diesel rxl,13.87
3050,tata indica vista aqua 1.3 quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18,1248,75,5,1.1,tata,indica,vista aqua 1.3 quadrajet,10.75306548
3051,mercedes-benz gl-class 350 cdi blue efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56,mercedes-benz,gl-class,350 cdi blue efficiency,63.09554084
3052,hyundai xcent 1.2 crdi s,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5,hyundai,xcent,1.2 crdi s,8.84
3053,hyundai verna crdi sx abs,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,110,5,3,hyundai,verna,crdi sx abs,14.254
3054,hyundai verna 1.6 sx vtvt,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1,hyundai,verna,1.6 sx vtvt,14.254
3055,ford figo petrol zxi,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,70,5,2.25,ford,figo,petrol zxi,7.65
3056,maruti swift vdi optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,74,5,5.95,maruti,swift,vdi optional,7.56375
3057,renault pulse rxl,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95,renault,pulse,rxl,11.74394958
3058,volkswagen polo 1.2 mpi highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,74,5,5.49,volkswagen,polo,1.2 mpi highline,9.71375
3059,bmw 3 series 320d luxury line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190,5,6.67,bmw,3,series 320d luxury line,52.46
3060,skoda rapid 1.6 mpi active,Ahmedabad,2015,20765,Petrol,Manual,First,15,1598,103.52,5,6.25,skoda,rapid,1.6 mpi active,14.132
3061,hyundai santro gs,Ahmedabad,2005,58000,Petrol,Manual,Second,0,999,91.94537954,5,1.51,hyundai,santro,gs,11.28145047
3062,audi q7 3.0 tdi quattro premium plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88,audi,q7,3.0 tdi quattro premium plus,99.79333333
3063,maruti ciaz vdi plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9,maruti,ciaz,vdi plus,11.04333333
3064,honda city i dtec vx,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99,honda,city,i dtec vx,14.63571429
3065,mercedes-benz e-class 2009-2013 e350 petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,272,5,10.4,mercedes-benz,e-class,2009-2013 e350 petrol,82.61833333
3066,audi a6 2011-2015 3.0 tdi quattro premium plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29,audi,a6,2011-2015 3.0 tdi quattro premium plus,62.35666667
3067,mahindra xylo h4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85,mahindra,xylo,h4,11.67
3068,honda city 1.5 exi at,Kochi,2006,99583,Petrol,Automatic,Third,12,1493,100,5,2.21,honda,city,1.5 exi at,14.63571429
3069,maruti sx4 zxi mt bsiv,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4,maruti,sx4,zxi mt bsiv,7.55626867
3070,toyota corolla altis g,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3,toyota,corolla,altis g,20.97
3071,volkswagen vento petrol highline at,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75,volkswagen,vento,petrol highline at,13.81375
3072,hyundai eon era plus,Pune,2015,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95,hyundai,eon,era plus,11.28145047
3073,skoda laura ambition 2.0 tdi cr mt,Hyderabad,2011,84062,Diesel,Manual,First,20,1968,108.5,5,5.8,skoda,laura,ambition 2.0 tdi cr mt,25.2041791
3074,maruti swift vdi,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,74,5,4.9,maruti,swift,vdi,7.56375
3075,toyota corolla altis 1.8 vl cvt,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95,toyota,corolla,altis 1.8 vl cvt,22.37
3076,toyota innova 2.5 g (diesel) 8 seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,100,8,12.5,toyota,innova,2.5 g (diesel) 8 seater,23.61366667
3077,tata tiago wizz 1.05 revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,69,5,5,tata,tiago,wizz 1.05 revotorq,6.456666667
3078,skoda rapid 1.6 mpi ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68,skoda,rapid,1.6 mpi ambition,12.02
3079,ford endeavour 3.2 titanium at 4x4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,197,7,29.8,ford,endeavour,3.2 titanium at 4x4,35.29
3080,renault kwid rxl,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46,renault,kwid,rxl,3.95
3081,hyundai i20 1.4 asta crdi with avn,Pune,2012,75000,Diesel,Manual,First,23,1396,90,5,4,hyundai,i20,1.4 asta crdi with avn,9.74
3082,skoda laura ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,106,5,4.5,skoda,laura,ambiente,25.2041791
3083,toyota corolla altis diesel d4dg,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87,toyota,corolla,altis diesel d4dg,20.97
3084,mahindra scorpio s8 8 seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,120,8,9.5,mahindra,scorpio,s8 8 seater,15.5675283
3085,audi q5 2.0 tdi premium plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5,audi,q5,2.0 tdi premium plus,63.78077684
3087,bmw 3 series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190,5,13.08,bmw,3,series 320d,48.79
3088,nissan sunny 2011-2014 diesel xv,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5,nissan,sunny,2011-2014 diesel xv,11.33
3089,honda accord 2.4 mt,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5,honda,accord,2.4 mt,11.79582001
3090,hyundai verna crdi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,110,5,4.45,hyundai,verna,crdi,14.254
3091,maruti omni e mpi std bs iv,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35,maruti,omni,e mpi std bs iv,7.55626867
3092,honda city i vtec sv,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,5,honda,city,i vtec sv,14.63571429
3093,audi a7 2011-2015 sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0,2967,241.4,5,28,audi,a7,2011-2015 sportback,63.78077684
3094,ford fiesta 1.4 zxi leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,68,5,2,ford,fiesta,1.4 zxi leather,13.57205029
3095,hyundai i20 1.4 asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35,hyundai,i20,1.4 asta,9.74
3096,mercedes-benz e-class e250 cdi avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13,2143,201.1,5,24.63,mercedes-benz,e-class,e250 cdi avantgrade,82.61833333
3097,maruti wagon r lxi cng,Pune,2012,92000,CNG,Manual,Second,26.2,998,58.2,5,3,maruti,wagon,r lxi cng,5.39
3098,ford ecosport 1.5 tdci trend plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9,ford,ecosport,1.5 tdci trend plus,12.10909091
3099,hyundai i20 1.2 magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,80,5,3.25,hyundai,i20,1.2 magna,9.74
3100,honda city i vtec v,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25,honda,city,i vtec v,14.63571429
3101,nissan micra diesel xv,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85,nissan,micra,diesel xv,8.59
3102,ford figo diesel exi,Pune,2010,129986,Diesel,Manual,Second,20,1399,68,5,3.2,ford,figo,diesel exi,7.65
3103,nissan micra xl,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,75,5,1.75,nissan,micra,xl,8.59
3104,maruti swift vdi bsiv,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248,74.20637807,5,3.38,maruti,swift,vdi bsiv,7.56375
3105,honda accord 2.4 mt,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75,honda,accord,2.4 mt,11.79582001
3106,skoda superb elegance 1.8 tsi at,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7,skoda,superb,elegance 1.8 tsi at,34.36333333
3107,maruti omni 8 seater bsiv,Hyderabad,2017,21260,Petrol,Manual,First,14,796,35,5,2.9,maruti,omni,8 seater bsiv,7.55626867
3108,hyundai i20 magna optional 1.4 crdi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25,hyundai,i20,magna optional 1.4 crdi,9.74
3109,hyundai creta 1.6 crdi at sx plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5,hyundai,creta,1.6 crdi at sx plus,15.19333333
3110,maruti swift vdi bsiv,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74,5,5.34,maruti,swift,vdi bsiv,7.56375
3111,maruti swift ldi bsiv,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74,5,3.85,maruti,swift,ldi bsiv,7.56375
3112,toyota innova 2.5 g (diesel) 8 seater bs iv,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102,8,8.5,toyota,innova,2.5 g (diesel) 8 seater bs iv,23.61366667
3113,hyundai xcent 1.1 crdi base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71,5,4.2,hyundai,xcent,1.1 crdi base,8.274
3114,maruti ertiga paseo vdi,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75,maruti,ertiga,paseo vdi,11.61857143
3115,ford endeavour 3.2 trend at 4x4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26,ford,endeavour,3.2 trend at 4x4,35.29
3116,hyundai i20 1.4 sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61,hyundai,i20,1.4 sportz,9.74
3117,maruti zen estilo lxi bs iv,Mumbai,2009,47000,Petrol,Manual,First,19,998,67.1,5,1.46,maruti,zen,estilo lxi bs iv,7.55626867
3118,maruti ritz vdi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8,maruti,ritz,vdi,7.55626867
3119,maruti alto k10 lxi cng optional,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4,maruti,alto,k10 lxi cng optional,4.66
3120,honda city 1.5 s mt,Mumbai,2014,58000,Petrol,Manual,First,17,1497,118,5,5.47,honda,city,1.5 s mt,14.63571429
3121,maruti swift dzire zxi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298,85.8,5,2.45,maruti,swift,dzire zxi,7.56375
3122,bmw x1 sdrive 20d sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995,184,5,21.5,bmw,x1,sdrive 20d sportline,49.296
3123,tata manza aqua safire,Mumbai,2010,41195,Petrol,Manual,First,15,1368,90,5,1.38,tata,manza,aqua safire,10.75306548
3124,mahindra xuv500 w10 2wd,Chennai,2016,89000,Diesel,Manual,First,16,2179,140,7,13.5,mahindra,xuv500,w10 2wd,18.865
3125,hyundai i10 sportz at,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197,78.9,5,3.1,hyundai,i10,sportz at,11.28145047
3126,maruti baleno sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197,83.1,5,5.49,maruti,baleno,sigma 1.2,8.886666667
3127,maruti vitara brezza zdi plus dual tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,9.51,maruti,vitara,brezza zdi plus dual tone,11.29
3128,ford figo petrol zxi,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196,70.02,5,2.39,ford,figo,petrol zxi,7.65
3129,maruti wagon r cng lxi,Delhi,2014,74663,CNG,Manual,First,33.54,998,67.04,5,3.25,maruti,wagon,r cng lxi,5.35
3130,volkswagen vento sport 1.2 tsi at,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65,volkswagen,vento,sport 1.2 tsi at,13.81375
3131,mahindra xylo d2 bs iii,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489,93.7,7,1.85,mahindra,xylo,d2 bs iii,11.674
3132,porsche cayenne base,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340,5,2.02,porsche,cayenne,base,136
3133,maruti swift dzire vdi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8,maruti,swift,dzire vdi,7.56375
3134,volkswagen polo 1.2 mpi highline plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74,5,6.9,volkswagen,polo,1.2 mpi highline plus,9.71375
3135,hyundai verna 1.6 vtvt,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35,hyundai,verna,1.6 vtvt,14.254
3136,hyundai i10 era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85,hyundai,i10,era 1.1,11.28145047
3137,mercedes-benz e-class e250 cdi launch edition,Chennai,2014,81000,Diesel,Automatic,First,13,2143,204,5,22.75,mercedes-benz,e-class,e250 cdi launch edition,82.61833333
3138,maruti zen lxi,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60,5,0.45,maruti,zen,lxi,7.55626867
3139,hyundai i10 sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64,hyundai,i10,sportz,11.28145047
3140,honda amaze s i-dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27,honda,amaze,s i-dtech,8.662857143
3141,tata safari storme vx,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148,7,10,tata,safari,storme vx,16.95
3142,honda brio 1.2 s mt,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95,honda,brio,1.2 s mt,6.23
3143,hyundai i20 asta,Kochi,2010,30754,Petrol,Manual,First,17,1197,80,5,3.38,hyundai,i20,asta,9.74
3145,honda jazz select edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99,honda,jazz,select edition,9.431666667
3146,hyundai grand i10 sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82,5,5.84,hyundai,grand,i10 sportz,7.2952
3147,jaguar xf diesel,Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15,jaguar,xf,diesel,72.64
3148,jaguar xf 2.2 litre luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7,jaguar,xf,2.2 litre luxury,72.64
3149,mahindra xuv500 w8 2wd,Coimbatore,2013,130790,Diesel,Manual,First,16,2179,140,7,9.24,mahindra,xuv500,w8 2wd,18.865
3151,audi a4 2.0 tdi 177 bhp premium plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31,audi,a4,2.0 tdi 177 bhp premium plus,51.385
3152,renault duster 110ps diesel rxz,Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75,renault,duster,110ps diesel rxz,13.87
3153,maruti swift dzire vxi,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69,maruti,swift,dzire vxi,7.56375
3154,volkswagen polo petrol trendline 1.2l,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1,volkswagen,polo,petrol trendline 1.2l,9.71375
3155,maruti omni 8 seater bsii,Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35,8,1.55,maruti,omni,8 seater bsii,7.55626867
